Total Length,Execute Time
1160,765.6806335449219
1161,765.7484130859375
1162,765.5630493164062
1163,765.7144470214844
1164,765.8790893554688
1165,765.6414489746094
1166,765.8649597167969
1167,765.7892761230469
1168,765.8577270507812
1169,765.62841796875
1170,765.939697265625
1171,765.8373107910156
1172,766.0747680664062
1173,765.9520263671875
1174,765.7285766601562
1175,765.8557434082031
1176,766.0943603515625
1177,765.8926086425781
1178,766.0348815917969
1179,765.9622192382812
1180,766.11474609375
1181,765.9866638183594
1182,766.1987609863281
1183,766.0787658691406
1184,766.171142578125
1185,766.1066284179688
1186,766.1587219238281
1187,766.3789672851562
1188,766.3183898925781
1189,766.5581970214844
1190,766.1834411621094
1191,766.5879211425781
1192,766.4435119628906
1193,766.6739196777344
1194,766.3607788085938
1195,766.23876953125
1196,766.5141906738281
1197,766.9101867675781
1198,766.6933898925781
1199,766.7630004882812
1200,766.9656372070312
1201,767.1907653808594
1202,766.8049926757812
1203,766.7872314453125
1204,767.1712036132812
1205,767.2196960449219
1206,767.2577514648438
1207,767.2729797363281
1208,766.9768371582031
1209,767.2739868164062
1210,767.1234436035156
1211,767.2575988769531
1212,767.5075378417969
1213,767.3323669433594
1214,767.6139526367188
1215,767.2801208496094
1216,767.4961853027344
1217,768.5939025878906
1218,768.4649353027344
1219,768.5465393066406
1220,768.5806274414062
1221,768.3583984375
1222,768.57958984375
1223,768.6214294433594
1224,768.6778869628906
1225,768.6574096679688
1226,768.6655578613281
1227,779.7719116210938
1228,779.9295959472656
1229,780.0309753417969
1230,780.0606689453125
1231,779.8599548339844
1232,779.9838562011719
1233,779.9981689453125
1234,780.1855773925781
1235,780.2050476074219
1236,779.8865966796875
1237,779.9306030273438
1238,780.0832214355469
1239,780.1016540527344
1240,780.3207702636719
1241,780.0249328613281
1242,780.0383911132812
1243,780.1886596679688
1244,780.2398071289062
1245,780.3310241699219
1246,780.5449829101562
1247,780.1446228027344
1248,780.2643737792969
1249,780.3803405761719
1250,780.4989013671875
1251,780.6648254394531
1252,780.2662963867188
1253,780.3299560546875
1254,780.4518432617188
1255,780.6207885742188
1256,780.6904296875
1257,780.4250793457031
1258,780.4998779296875
1259,780.5338745117188
1260,780.6156921386719
1261,780.7980651855469
1262,780.7119140625
1263,780.5286560058594
1264,780.5924682617188
1265,780.7242431640625
1266,780.7918701171875
1267,780.8909301757812
1268,781.0303955078125
1269,780.7016906738281
1270,780.76416015625
1271,780.8819274902344
1272,781.044677734375
1273,781.0107421875
1274,781.1582946777344
1275,780.7969360351562
1276,780.8829650878906
1277,781.014892578125
1278,781.0375671386719
1279,781.2034606933594
1280,780.9391784667969
1281,822.7153930664062
1282,822.69287109375
1283,822.6836547851562
1284,822.9959716796875
1285,822.7215576171875
1286,822.7389221191406
1287,822.9683227539062
1288,823.0737915039062
1289,823.49267578125
1290,823.5376892089844
1291,823.292724609375
1292,823.1864624023438
1293,823.3615417480469
1294,823.3768920898438
1295,823.70458984375
1296,823.4793090820312
1297,823.4902954101562
1298,823.5990600585938
1299,823.4629211425781
1300,823.7518005371094
1301,823.6370544433594
1302,823.8551025390625
1303,823.75048828125
1304,823.6336669921875
1305,823.8172302246094
1306,823.7547302246094
1307,823.7486267089844
1308,823.8949890136719
1309,823.8315734863281
1310,823.7926635742188
1311,823.8622741699219
1312,823.8633117675781
1313,823.841796875
1314,824.0107421875
1315,823.9237060546875
1316,824.0403747558594
1317,823.9031677246094
1318,824.2595825195312
1319,824.153076171875
1320,824.0969543457031
1321,824.2913208007812
1322,824.0917663574219
1323,824.047607421875
1324,824.2145385742188
1325,824.1150207519531
1326,824.131591796875
1327,824.294189453125
1328,824.3660888671875
1329,824.5411682128906
1330,824.1715087890625
1331,824.3853759765625
1332,824.414306640625
1333,824.3251647949219
1334,824.4439086914062
1335,824.2042846679688
1336,824.2657165527344
1337,824.4469604492188
1338,824.6561279296875
1339,824.5505981445312
1340,824.4756469726562
1341,824.6354064941406
1342,824.5678100585938
1343,824.4899597167969
1344,824.5503845214844
1345,825.67578125
1346,825.7884216308594
1347,825.9389343261719
1348,825.9961547851562
1349,825.8506774902344
1350,825.7546081542969
1351,825.9860534667969
1352,826.0310974121094
1353,825.88671875
1354,825.9112854003906
1355,825.9819641113281
1356,826.10791015625
1357,826.0577392578125
1358,826.1017761230469
1359,826.1365661621094
1360,825.9584045410156
1361,826.2511901855469
1362,826.13037109375
1363,826.3127136230469
1364,826.0933227539062
1365,826.3287963867188
1366,826.2060852050781
1367,826.1999816894531
1368,826.1234130859375
